0.345158	4.88	-0.956133	
0.320272	4.89	-0.965028	
0.294907	4.9	-0.973313	
0.269101	4.91	-0.980955	
0.242893	4.92	-0.987925	
0.216324	4.93	-0.994197	
0.189437	4.94	-0.999753	
0.162279	4.95	-1.00458	
0.134894	4.96	-1.00865	
0.107331	4.97	-1.01197	
0.0796379	4.98	-1.01454	
0.0518618	4.99	-1.01633	
0.0240515	5	-1.01737	
-0.00374484	5.01	-1.01763	
-0.0314791	5.02	-1.01714	
-0.0591035	5.03	-1.01588	
-0.0865706	5.04	-1.01388	
-0.113834	5.05	-1.01112	
-0.140847	5.06	-1.00764	
-0.167565	5.07	-1.00343	
-0.193945	5.08	-0.99853	
-0.219944	5.09	-0.99295	
-0.245525	5.1	-0.986722	
-0.27065	5.11	-0.979875	
-0.295284	5.12	-0.972447	
-0.319396	5.13	-0.964476	
-0.342958	5.14	-0.956004	
-0.365946	5.15	-0.947077	
-0.388337	5.16	-0.937739	
-0.410111	5.17	-0.928038	
-0.431253	5.18	-0.918019	
-0.451746	5.19	-0.907731	
-0.471579	5.2	-0.897216	
-0.490742	5.21	-0.886519	
-0.509223	5.22	-0.875682	
-0.527017	5.23	-0.864744	
-0.544116	5.24	-0.853745	
-0.560517	5.25	-0.842724	
-0.576215	5.26	-0.831716	
-0.59121	5.27	-0.820758	
-0.605503	5.28	-0.809888	
-0.619098	5.29	-0.799141	
-0.631999	5.3	-0.788554	
-0.644216	5.31	-0.778164	
-0.655757	5.32	-0.768006	
-0.666635	5.33	-0.758117	
-0.676863	5.34	-0.748532	
-0.686457	5.35	-0.739284	
-0.695431	5.36	-0.730407	
-0.7038	5.37	-0.721929	
-0.71158	5.38	-0.713878	
-0.718784	5.39	-0.706279	
-0.725424	5.4	-0.699154	
-0.731513	5.41	-0.692522	
-0.737058	5.42	-0.686399	
-0.742069	5.43	-0.680798	
-0.746551	5.44	-0.675731	
-0.750509	5.45	-0.671206	
-0.753949	5.46	-0.667232	
-0.756874	5.47	-0.663814	
-0.759288	5.48	-0.660957	
-0.761196	5.49	-0.658668	
-0.7626	5.5	-0.656949	
-0.763507	5.51	-0.655806	
-0.763921	5.52	-0.65524	
-0.763846	5.53	-0.655255	
-0.763287	5.54	-0.655854	
-0.762248	5.55	-0.657035	
-0.760732	5.56	-0.658799	
-0.758741	5.57	-0.661144	
-0.756273	5.58	-0.664063	
-0.753328	5.59	-0.66755	
-0.749899	5.6	-0.671595	
-0.745982	5.61	-0.676186	
-0.741566	5.62	-0.681307	
-0.736644	5.63	-0.686942	
-0.731203	5.64	-0.693071	
-0.725231	5.65	-0.699673	
-0.718716	5.66	-0.706724	
-0.711647	5.67	-0.714201	
-0.704013	5.68	-0.722079	
-0.695803	5.69	-0.730334	
-0.687009	5.7	-0.73894	
-0.677623	5.71	-0.747871	
-0.667639	5.72	-0.757102	
-0.657053	5.73	-0.766606	
-0.645861	5.74	-0.776358	
-0.634061	5.75	-0.78633	
-0.62165	5.76	-0.796494	
-0.608627	5.77	-0.806819	
-0.59499	5.78	-0.817274	
-0.58074	5.79	-0.827826	
-0.565876	5.8	-0.838439	
-0.550397	5.81	-0.849074	
-0.534306	5.82	-0.859692	
-0.517604	5.83	-0.870254	
-0.500295	5.84	-0.880715	
-0.482385	5.85	-0.891035	
-0.463882	5.86	-0.901171	
-0.444797	5.87	-0.911082	
-0.425144	5.88	-0.920727	
-0.404938	5.89	-0.93007	
-0.384199	5.9	-0.939075	
-0.362948	5.91	-0.947709	
-0.34121	5.92	-0.955941	
-0.319013	5.93	-0.963743	
-0.296384	5.94	-0.971091	
-0.273354	5.95	-0.977961	
-0.249955	5.96	-0.98433	
-0.226221	5.97	-0.990178	
-0.202185	5.98	-0.995486	
-0.177883	5.99	-1.00023	
-0.153352	6	-1.00441	
-0.128628	6.01	-1.00799	
-0.103749	6.02	-1.01096	
-0.0787544	6.03	-1.0133	
-0.0536831	6.04	-1.01502	
-0.0285754	6.05	-1.01609	
-0.00347161	6.06	-1.01651	
0.0215876	6.07	-1.01628	
0.0465617	6.08	-1.0154	
0.0714106	6.09	-1.01388	
0.0960948	6.1	-1.01173	
0.120576	6.11	-1.00896	
0.144817	6.12	-1.0056	
0.168783	6.13	-1.00166	
0.192439	6.14	-0.997182	
0.215752	6.15	-0.99218	
0.238694	6.16	-0.986687	
0.261234	6.17	-0.980734	
0.283345	6.18	-0.974351	
0.305002	6.19	-0.967568	
0.326181	6.2	-0.960417	
0.346858	6.21	-0.952928	
0.367014	6.22	-0.945129	
0.386627	6.23	-0.937053	
0.40568	6.24	-0.928728	
0.424157	6.25	-0.920187	
0.442044	6.26	-0.911461	
0.459329	6.27	-0.902583	
0.476003	6.28	-0.893587	
0.49206	6.29	-0.884511	
0.507493	6.3	-0.875389	
0.522302	6.31	-0.86626	
0.536488	6.32	-0.857161	
0.550051	6.33	-0.84813	
0.562996	6.34	-0.839204	
0.575329	6.35	-0.830419	
0.587054	6.36	-0.821808	
0.598179	6.37	-0.813405	
0.608709	6.38	-0.805239	
0.618651	6.39	-0.797337	
0.628011	6.4	-0.789723	
0.636793	6.41	-0.782421	
0.645003	6.42	-0.77545	
0.652646	6.43	-0.768827	
0.659725	6.44	-0.762571	
0.666246	6.45	-0.756695	
0.672212	6.46	-0.751215	
0.67763	6.47	-0.746144	
0.682505	6.48	-0.741496	
0.686844	6.49	-0.737283	
0.690655	6.5	-0.733519	
0.693946	6.51	-0.730215	
0.696723	6.52	-0.727384	
0.698996	6.53	-0.725035	
0.700772	6.54	-0.723178	
0.702058	6.55	-0.721821	
0.702858	6.56	-0.720968	
0.703178	6.57	-0.720623	
0.70302	6.58	-0.720788	
0.702383	6.59	-0.721459	
0.701268	6.6	-0.722635	
0.699671	6.61	-0.724307	
0.697587	6.62	-0.726467	
0.695013	6.63	-0.729105	
0.691942	6.64	-0.732209	
0.688367	6.65	-0.735766	
0.684284	6.66	-0.739762	
0.679685	6.67	-0.744183	
0.674567	6.68	-0.749014	
0.668925	6.69	-0.75424	
0.662756	6.7	-0.759846	
0.656056	6.71	-0.765816	
0.648824	6.72	-0.772136	
0.641057	6.73	-0.778788	
0.632755	6.74	-0.785754	
0.623914	6.75	-0.793017	
